Outcome_Status,Direction,Street_Name,Suffix,Code_Enforcement_Order_Status,Property_Status,Program_Designation,Date_of_Outcome,Council_District,Zip_Code,ShapeSTArea,ShapeSTLength,OBJECTID,County_Tax_ID,State_Parcel_ID,Address_Number,Structures
Demolished,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-03-26T00:00:00.000Z,1,46616,7873.683411,385.8511353,1271,018-1086-3676,71-08-02-186-009.000-026,822,"House, Shed"
Repaired,,Portage,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-08-14T00:00:00.000Z,1,46616,2281.978302,223.6389719,1272,018-1071-3025,71-08-02-260-011.000-026,903,House
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-06T00:00:00.000Z,1,46616,6708.490234,361.2870794,1273,018-1085-3590,71-08-02-187-014.000-026,909,"House, Garage, Fence"
Repaired,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-18T00:00:00.000Z,1,46628,4785.29483,335.21402,1274,018-1081-3408,71-08-02-304-004.000-026,812,
Demolished,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-18T00:00:00.000Z,2,46628,4857.64566,334.6992423,1275,018-2032-1061,71-08-03-401-006.000-026,829,"House, Garage, Fence
 "
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-09T00:00:00.000Z,1,46616,4976.235291,341.6700029,1276,018-1076-3197,71-08-02-328-004.000-026,810,
Demolished,,Prast,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-18T00:00:00.000Z,2,46628,5092.176483,325.5188092,1277,018-2052-1842,71-08-03-301-005.000-026,3018,"House, Garage"
Demolished,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-20T00:00:00.000Z,2,46628,5001.613525,337.4113576,1278,018-2032-1062,71-08-03-402-006.000-026,830,"House, Garage, Fence
 "
Repaired,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-10-22T00:00:00.000Z,2,46628,3928.734253,284.9966334,1279,018-2034-1119,71-08-03-403-003.000-026,830,
Repaired,,Prast,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-12T00:00:00.000Z,2,46628,4764.608887,318.4131635,1280,018-2064-2339,71-08-03-328-002.000-026,2526,"House, Garage"
Demolished,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-03T00:00:00.000Z,1,46628,4575.366089,323.7073266,1281,018-1082-3438,71-08-02-302-008.000-026,813,"House, Garage"
Demolished,,Cushing,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-17T00:00:00.000Z,1,46616,6412.144592,356.8556151,1282,018-1071-3030,71-08-02-403-010.000-026,811,"House, Garage, Fence"
,,Diamond,AVE,Demo Affirmed,Demo Process: Utility Retirements,,,,46628,4281.371124,334.8306533,1283,018-1081-3379,71-08-02-303-012.000-026,813,"House, Fence"
,,Blaine,AVE,Repair Order,Repairs Pending,,,,46616,4995.247864,342.6697657,1284,018-1079-3289,71-08-02-326-007.000-026,813,"House, Garage"
Demolished,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-14T00:00:00.000Z,1,46628,4732.715179,333.6076386,1285,018-1081-3407,71-08-02-304-003.000-026,814,"House, Fence"
Demolished,,Sancome,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-14T00:00:00.000Z,1,46628,4403.370483,332.1100088,1286,018-1082-3415,71-08-02-302-003.000-026,812,"House, Garage"
Repaired & Occupied,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-01-06T00:00:00.000Z,2,46628,5079.951416,337.9260249,1287,018-2032-1057,71-08-03-401-005.000-026,833,House
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-13T00:00:00.000Z,1,46628,4491.664429,335.9003221,1288,018-1080-3358,71-08-02-326-003.000-026,812,House
Repaired,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-10-29T00:00:00.000Z,2,46628,4152.633881,289.6810293,1289,018-2034-1118,71-08-03-403-002.000-026,834,House
Demolished,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-05T00:00:00.000Z,1,46628,5177.497894,335.7245842,1290,018-1083-3458,71-08-02-301-002.000-026,1530,House
Demolished,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-03-26T00:00:00.000Z,1,46628,4531.366425,336.0211475,1291,018-1082-3445,71-08-02-303-002.000-026,816,House
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-18T00:00:00.000Z,1,46616,6180.951416,349.8856392,1292,018-1072-3062,71-08-02-402-002.000-026,816,
Repaired,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-06-23T00:00:00.000Z,1,46616,4968.910248,341.2906053,1293,018-1076-3195,71-08-02-328-002.000-026,816,"House, Garage"
Demolished,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-13T00:00:00.000Z,1,46628,4571.674408,336.9281115,1294,018-1079-3312,71-08-02-327-002.000-026,816,House
Demolished,,Cushing,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-17T00:00:00.000Z,1,46616,6194.822876,353.2575265,1295,018-1071-3029,71-08-02-403-009.000-026,813,House
,,College,ST,Demo Affirmed,Bid Awarded - Demolition,Bid Opening - Demo - Dec 12 2017,,2,46628,4085.721069,271.130311,1296,018-2073-2689,71-08-03-428-001.000-026,824,"Multi-Unit, Garage"
Demolished,,Cottage Grove,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,1,46616,6237.726227,350.7971181,1297,018-1071-3018,71-08-02-403-001.000-026,818,"House, Fence, Shed"
Demolished,N,Olive,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-15T00:00:00.000Z,2,46628,6505.300751,359.8987866,1298,018-2031-1027,71-08-03-259-007.000-026,918,
Demolished,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,2,46628,6483.243317,359.3374749,1299,018-2031-1028,71-08-03-259-013.000-026,917,
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-13T00:00:00.000Z,1,46616,6129.922333,361.4380474,1300,018-1086-3627,71-08-02-159-012.000-026,921,"House, Garage"
Repaired,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-05-20T00:00:00.000Z,1,46628,5240.184814,346.1189691,1301,018-1089-3771,71-08-02-158-009.000-026,826,House
Repaired,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-18T00:00:00.000Z,1,46628,5087.763733,335.4880696,1302,018-2073-2685,71-08-03-286-007.000-026,826,
Demolished,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-05T00:00:00.000Z,1,46628,5608.678009,352.7226864,1303,018-1089-3756,71-08-02-157-014.000-026,913,House
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-11-25T00:00:00.000Z,1,46628,5813.706879,354.8133289,1304,018-1086-3640,71-08-02-185-007.000-026,914,House
Repaired,,Hartzer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-15T00:00:00.000Z,2,46628,5535.032562,341.1735791,1305,018-2061-2241,71-08-03-182-001.000-026,2734,
Repaired,,Hartzer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-06-24T00:00:00.000Z,2,46628,5244.95459,336.768277,1306,018-2061-2246,71-08-03-182-006.000-026,2714,House
Demolished,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,1,46628,5275.835358,349.1753512,1307,018-2072-2667,71-08-03-285-011.000-026,903,"House, Garage, Shed"
Repaired,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-05-11T00:00:00.000Z,2,46628,5310.113159,347.256285,1308,018-1089-3760,71-08-02-157-018.000-026,829,"House, Garage"
Repaired,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2018-01-02T00:00:00.000Z,1,46628,5606.412964,356.0611762,1309,018-1089-3780,71-08-02-158-019.000-026,825,House
Repaired,,Prast,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-25T00:00:00.000Z,2,46628,10074.18167,410.6673446,1310,018-2053-1912,71-08-03-154-013.000-026,3017,House
Repaired,,Goodland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-10-07T00:00:00.000Z,2,46628,5228.779633,333.1677405,1311,018-2053-1916,71-08-03-154-016.000-026,905,"House, Garage"
Repaired,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-11-18T00:00:00.000Z,2,46628,5782.701782,367.1979842,1312,018-2032-1049,71-08-03-260-014.000-026,909,House
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-13T00:00:00.000Z,1,46615,5590.069611,353.4321689,1313,018-1086-3632,71-08-02-159-017.000-026,901,"House, Garage"
Demolished,,Portage,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-27T00:00:00.000Z,1,46616,2747.561829,293.3466758,1314,018-1071-3026,71-08-02-260-012.000-026,901,
Repaired,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-31T00:00:00.000Z,1,46628,5187.572205,337.1756705,1315,018-2073-2681,71-08-03-286-005.000-026,906,
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-03T00:00:00.000Z,1,46616,7414.449646,378.8104185,1316,018-1085-3578,71-08-02-187-008.000-026,902,House
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-14T00:00:00.000Z,1,46616,6161.825623,352.3060288,1317,018-1085-3606,71-08-02-188-009.000-026,904,"House, Garage, Fence, Pergola"
,N,Adams,ST,Repair Order,Repairs Pending,,,,46628,6312.557526,357.3183784,1318,018-2074-2703,71-08-03-287-005.000-026,910,House
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,1,46616,5819.050964,355.0507683,1319,018-1086-3642,71-08-02-185-009.000-026,906,House
Demolished,,Portage,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-22T00:00:00.000Z,1,46616,2131.496643,185.0377501,1320,018-1071-3014,71-08-02-260-007.000-026,907,
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-14T00:00:00.000Z,1,46616,4845.032043,331.5921335,1321,018-1085-3605,71-08-02-188-008.000-026,906,"House, Garage"
,,College,ST,Repair Expired - CP - Repair Hearing No Show,,,,1,46628,5545.29422,353.0807094,1322,018-2072-2668,71-08-03-285-010.000-026,911,House
Demolished,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-24T00:00:00.000Z,1,46628,5412.087524,347.1064579,1323,018-1089-3767,71-08-02-158-005.000-026,910,"House, Garage
 "
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,1,46616,6534.200531,356.7563488,1324,018-1085-3602,71-08-02-188-005.000-026,914,
Repaired,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-17T00:00:00.000Z,1,46616,5891.591644,356.8175994,1325,018-1086-3648,71-08-02-185-013.000-026,917,House
Demolished,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-03-26T00:00:00.000Z,2,46628,3991.322754,279.1922845,1326,018-2072-2672,71-08-03-285-007.000-026,921,House
Demolished,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-13T00:00:00.000Z,1,46628,5082.863922,335.7996798,1327,018-2073-2673,71-08-03-286-001.000-026,922,
Demolished,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-06T00:00:00.000Z,2,46628,6542.10968,360.1023712,1328,018-2031-1026,71-08-03-259-012.000-026,921,"House, Garage, Fence"
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-25T00:00:00.000Z,2,46628,3955.845154,270.8635007,1329,018-2094-3556,71-08-03-258-034.000-026,923,
Demolished,,Rex,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-03T00:00:00.000Z,1,46616,4134.616699,310.213495,1330,018-1060-2537,71-08-02-261-019.000-026,721,
Demolished,,Rex,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-03T00:00:00.000Z,1,46616,4308.176941,312.9699346,1331,018-1060-2538,71-08-02-261-020.000-026,719,
Demolished,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-30T00:00:00.000Z,1,46628,3949.83432,279.7629315,1332,018-1089-3754,71-08-02-157-012.000-026,921,
Demolished,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-13T00:00:00.000Z,1,46628,5704.747955,366.5165549,1333,018-1090-3812,71-08-02-154-022.000-026,1033,
Demolished,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-14T00:00:00.000Z,1,46628,5159.440399,343.1811845,1334,018-1090-3827,71-08-02-155-005.000-026,1034,"House, Garage"
Demolished,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-05-08T00:00:00.000Z,1,46628,4656.125732,292.8584007,1335,018-1089-3782,71-08-02-159-001.000-026,926,
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-04-30T00:00:00.000Z,1,46628,5954.058838,358.6411012,1336,018-1086-3626,71-08-02-159-011.000-026,925,
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-01-30T00:00:00.000Z,1,46628,2327.492859,193.0119772,1337,018-1086-3635,71-08-02-185-004.000-026,926,
Repaired,N,Adams,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-09-30T00:00:00.000Z,1,46628,5029.485962,334.2217616,1338,018-2076-2772,71-08-03-282-025.000-026,1017,"House
 "
Demolished,N,Adams,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-03-26T00:00:00.000Z,1,46628,5239.248627,337.5812535,1339,018-2076-2776,71-08-03-282-026.000-026,1013,"House, Fence"
Repaired,,Wilber,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-04-24T00:00:00.000Z,1,46628,5219.81604,335.5820579,1340,018-2076-2778,71-08-03-283-025.000-026,1015,"House, Garage"
Repaired,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-10-13T00:00:00.000Z,1,46628,4022.287384,278.8998825,1341,018-1090-3834,71-08-02-155-012.000-026,1006,"House, Garage, Fence"
Repaired,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-12-01T00:00:00.000Z,2,46628,5143.014191,339.408153,1342,018-2093-3514,71-08-03-257-011.000-026,1014,
Repaired,,Stanfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-11-09T00:00:00.000Z,,46617,6589.84375,360.9485116,1343,018-5112-3992,71-08-01-186-014.000-026,919,"House
 "
Demolished,N,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-11-14T00:00:00.000Z,2,46628,4835.055695,328.1683302,1344,018-2094-3538,71-08-03-258-026.000-026,1025,"House, Garage"
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-07T00:00:00.000Z,1,46616,4619.400299,338.2308776,1345,018-1085-3563,71-08-02-183-009.000-026,1018,"House, Fence"
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-04T00:00:00.000Z,1,46616,4540.463531,327.3151396,1346,018-1085-3581,71-08-02-183-024.000-026,1015,
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-13T00:00:00.000Z,1,46628,5684.742554,355.8173287,1347,018-1086-3619,71-08-02-155-024.000-026,1021,House
,,Diamond,AVE,Hearing Unnecessary,Continued Indefinitely,,,1,46628,5882.993317,368.9597446,1348,018-1090-3814,71-08-02-154-024.000-026,1025,"House, Fence"
Repaired & Occupied,N,Meade,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-25T00:00:00.000Z,2,46628,4876.903625,301.8044478,1349,018-2071-2616,71-08-03-180-021.000-026,1019,
Repaired,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-18T00:00:00.000Z,1,46628,5404.230316,346.1685316,1350,018-1090-3829,71-08-02-155-007.000-026,1026,
Demolished,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-20T00:00:00.000Z,1,46628,5084.159454,336.4271944,1351,018-2076-2755,71-08-03-282-007.000-026,1034,"House, Garage
 "
Repaired,,Bonds,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-01-29T00:00:00.000Z,2,46628,4911.906616,320.5680876,1352,018-2061-2219,71-08-03-181-004.000-026,2722,"House, Garage"
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,1,46616,6261.049744,353.0901101,1353,018-1084-3533,71-08-02-183-018.000-026,1033,"House, Garage, Fence"
Repaired,,Bonds,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-06T00:00:00.000Z,2,46628,12068.02402,506.8726843,1354,018-2071-2619,71-08-03-180-020.000-026,2617,
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-26T00:00:00.000Z,1,46628,5746.091461,356.4997003,1355,018-1086-3618,71-08-02-155-023.000-026,1025,
Repaired,,Diamond,AVE,Repair Hearing Scheduled,,,2016-12-21T00:00:00.000Z,1,46628,5099.787628,341.9165018,1356,018-1090-3828,71-08-02-155-006.000-026,1030,House
Repaired & Occupied,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-08T00:00:00.000Z,2,46628,5265.666046,341.0356789,1357,018-2093-3502,71-08-03-257-005.000-026,1038,
Demolished,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-31T00:00:00.000Z,2,46628,5627.905701,347.7620581,1358,018-2091-3422,71-08-03-256-005.000-026,1040,
Repaired,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-08-11T00:00:00.000Z,1,46628,5620.680847,354.4026674,1359,018-1086-3617,71-08-02-155-022.000-026,1029,House
Repaired,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-10-27T00:00:00.000Z,2,46628,4778.628693,334.8396765,1360,018-2091-3419,71-08-03-256-004.000-026,1042,"House, Fence, Garage"
Demolished,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-20T00:00:00.000Z,1,46628,5615.113678,365.268351,1361,018-1090-3811,71-08-02-154-021.000-026,1037,"House, Garage"
,,Howard,ST,Repair Expired - CP - Repair Hearing No Show,,,,,46617,6621.726898,464.1637376,1362,018-5110-3905,71-08-01-254-003.000-026,423,Multi
Repaired & Occupied,,Woodward,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-01-12T00:00:00.000Z,1,46616,6031.235107,337.7002986,1363,018-1061-2606,71-08-02-256-008.000-026,1034,
Demolished,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-01-30T00:00:00.000Z,1,46628,5098.456238,343.0042778,1364,018-1090-3825,71-08-02-155-003.000-026,1042,House
Demolished,N,Adams,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-09T00:00:00.000Z,1,46628,5239.053864,341.9566394,1365,018-2075-2741,71-08-03-283-002.000-026,1050,"House, Garage, Fence"
